"astro-ph/0510667","Ivan Chelovekov V","I. V. Chelovekov (1), A. A. Lutovinov (1), S. A. Grebenev (1), and R.
  A. Sunyaev (1 and 2) ((1) Space Research Institute, Moscow, Russia, (2)
  Max-Planck-Institut fur Astrophysik, Garching, Germany)","Observations of the X-ray Burster MX 0836-42 by the INTEGRAL and RXTE
  Orbiting Observatories","22 pages, 6 figures","Astron.Lett.31:681-694,2005; Pisma Astron.Zh.31:764-779,2005","10.1134/1.2075311",,"astro-ph",,"  We present the results of our study of the emission from the transient
burster MX 0836-42 using its observations by the INTEGRAL and RXTE X-ray and
gamma-ray observatories in the period 2003-2004. The source's broadband X-ray
spectrum in the energy range 3-120 keV has been obtained and investigated for
the first time. We have detected 39 X-ray bursts from this source. Their
analysis shows that the maximum 3-20 keV flux varies significantly from burst
to burst, F ~ (0.5-1.5)x10^{-8} erg cm^{-2} s^{-1}. Using the flux at the
maximum of the brightest detected burst, we determined an upper limit for the
distance to the source, D ~ 8 kpc.
","[{""version"":""v1"",""created"":""Sat, 22 Oct 2005 16:12:06 GMT""}]","2009-11-13"
"astro-ph/0510668","Marc Favata","Marc Favata (Cornell)","Are neutron stars crushed? Gravitomagnetic tidal fields as a mechanism
  for binary-induced collapse","26 pages, 7 figures, published in Phys. Rev. D. V3: several minor
  changes made to match published version","Phys.Rev.D73:104005,2006","10.1103/PhysRevD.73.104005",,"astro-ph gr-qc",,"  Numerical simulations of binary neutron stars by Wilson, Mathews, and
Marronetti indicated that neutron stars that are stable in isolation can be
made to collapse to black holes when placed in a binary. This claim was
surprising as it ran counter to the Newtonian expectation that a neutron star
in a binary should be more stable, not less. After correcting an error found by
Flanagan, Wilson and Mathews found that the compression of the neutron stars
was significantly reduced but not eliminated. This has motivated us to ask the
following general question: Under what circumstances can general-relativistic
tidal interactions cause an otherwise stable neutron star to be compressed? We
have found that if a nonrotating neutron star possesses a current-quadrupole
moment, interactions with a gravitomagnetic tidal field can lead to a
compressive force on the star. If this current quadrupole is induced by the
gravitomagnetic tidal field, it is related to the tidal field by an
equation-of-state-dependent constant called the gravitomagnetic Love number.
This is analogous to the Newtonian Love number that relates the strength of a
Newtonian tidal field to the induced mass quadrupole moment of a star. The
compressive force is almost never larger than the Newtonian tidal interaction
that stabilizes the neutron star against collapse. In the case in which a
current quadrupole is already present in the star (perhaps as an artifact of a
numerical simulation), the compressive force can exceed the stabilizing one,
leading to a net increase in the central density of the star. This increase is
small (<~1%) but could, in principle, cause gravitational collapse in a star
that is close to its maximum mass.
","[{""version"":""v1"",""created"":""Sun, 23 Oct 2005 12:31:27 GMT""},{""version"":""v2"",""created"":""Tue, 25 Oct 2005 05:13:30 GMT""},{""version"":""v3"",""created"":""Sat, 6 May 2006 17:34:47 GMT""}]","2009-11-13"
"astro-ph/0510669","Gabriel T\""or\""ok Jr.","Gabriel Torok","QPOs in microquasars and Sgr A*: measuring the black hole spin","5 pages, 5 figures, 3 tables","Astron.Nachr.9:856-860,2005","10.1002/asna.200510427",,"astro-ph",,"  In all four microquasars which show double peak kHz QPOs, the ratio of the
two frequencies is 3:2. This strongly supports the suggestion that twin peak
kHz QPOs are due to a resonance between some modes of accretion disk
oscillations. Here, we stress that fits to observations of the hypothetical
resonances between vertical and radial epicyclic frequencies (particularly of
the parametric resonance) give an accurate estimate of the spin for the three
microquasars with known mass. Measurement of double peak QPOs frequencies in
the Galaxy centre seems also to be consistent with the 3:2 ratio established by
previous observations in microquasars, however the Sgr A* data are rather
difficult for the same exact analysis. If confirmed, the 3:2 ratio of double
peak QPOs in Sgr A* would be of a fundamental importance for the black hole
accretion theory and the precise measurement could help to solve the question
of QPOs nature.
","[{""version"":""v1"",""created"":""Sun, 23 Oct 2005 11:06:20 GMT""}]","2009-11-13"
"cond-mat/0510605","Er'el Granot","Er'el Granot","Shearing a fermionic gas and quantized friction","Revtex, 4 figures",,,,"cond-mat.other",,"  The frictional forces in sheared fermionic gas are investigated. The gas is
sheared by two sliding surfaces. Except for a small imperfection (bulge) on one
of them, the surfaces are totally smooth. We show that when the bulge is
extremely small, and the gas is also confined in the lateral dimension, the
frictional force (F) is quantized. That is, F=m*mu*v, where v is the sliding
velocity with respect to the lubricant gas, m is an integer, and mu is the
friction coefficient. It is also shown that mu is proportional to the Planck
constant h and depends only on the bulge's properties (it does not depend on
either the gas properties or the sliding velocity).
","[{""version"":""v1"",""created"":""Sat, 22 Oct 2005 20:50:50 GMT""}]","2007-05-23"
"cond-mat/0510606","Paolo Umari","P. Umari, A.J. Williamson, Giulia Galli, Nicola Marzari","Dielectric Response of Periodic Systems from Quantum Monte Carlo
  Calculations","5 page 2figures",,"10.1103/PhysRevLett.95.207602",,"cond-mat.other cond-mat.mtrl-sci",,"  We present a novel approach that allows to calculate the dielectric response
of periodic systems in the quantum Monte Carlo formalism. We employ a many-body
generalization for the electric enthalpy functional, where the coupling with
the field is expressed via the Berry-phase formulation for the macroscopic
polarization. A self-consistent local Hamiltonian then determines the
ground-state wavefunction, allowing for accurate diffusion quantum Monte Carlo
calculations where the polarization's fixed point is estimated from the average
on an iterative sequence, sampled via forward-walking. This approach has been
validated for the case of an isolated hydrogen atom, and then applied to a
periodic system, to calculate the dielectric susceptibility of
molecular-hydrogen chains. The results found are in excellent agreement with
the best estimates obtained from the extrapolation of quantum-chemistry
calculations.
","[{""version"":""v1"",""created"":""Sat, 22 Oct 2005 21:14:30 GMT""}]","2009-11-11"
"cond-mat/0510607","Xiang Li","Xiang Li","Sync in Complex Dynamical Networks: Stability, Evolution, Control, and
  Application","23 pages, 13 figures","International Journal of Computational Cognition, 2005, vol. 3,
  no. 4, pp. 16-26",,,"cond-mat.dis-nn",,"  In the past few years, the discoveries of small-world and scale-free
properties of many natural and artificial complex networks have stimulated
significant advances in better understanding the relationship between the
topology and the collective dynamics of complex networks. This paper reports
recent progresses in the literature of synchronization of complex dynamical
networks including stability criteria, network synchronizability and uniform
synchronous criticality in different topologies, and the connection between
control and synchronization of complex networks as well. The economic-cycle
synchronous phenomenon in the World Trade Web, a scale-free type of social
economic networks, is used to illustrate an application of the network
synchronization mechanism.
","[{""version"":""v1"",""created"":""Sun, 23 Oct 2005 12:40:48 GMT""}]","2009-09-29"
"cond-mat/0510608","Teppei Yoshida","T. Yoshida, X. J. Zhou, K. Tanaka, W. L. Yang, Z. Hussain, Z.-X. Shen,
  A. Fujimori, Seiki Komiya, Yoichi Ando, H. Eisaki, T. Kakeshita, S. Uchida","Doping Evolution of the Underlying Fermi Surface in La2-xSrxCuO4","4 pages, 4 figures","Phys. Rev. B 74, 224510 (2006).","10.1103/PhysRevB.74.224510",,"cond-mat.str-el cond-mat.supr-con",,"  We have performed a systematic doping dependent study of
La$_{2-x}$Sr$_x$CuO$_4$ (LSCO) (0.03$\leq x \leq$0.3) by angle-resolved
photoemission spectroscopy. In the entire doping range, the underlying ``Fermi
surface"" determined from the low energy spectral weight approximately satisfies
Luttinger's theorem, even down to the lightly-doped region. This is in strong
contrast to the result on Ca$_{2-x}$Na$_x$CuO$_2$Cl$_2$ (Na-CCOC), which shows
a strong deviation from Luttinger's theorem. The differences between LSCO and
Na-CCOC are correlated with the different behaviors of the chemical potential
shift and spectral weight transfer induced by hole doping.
","[{""version"":""v1"",""created"":""Sun, 23 Oct 2005 12:56:01 GMT""}]","2009-11-11"
"cond-mat/0510609","Gayanath Fernando","Armen N. Kocharian, Gayanath W. Fernando, James W. Davenport","Phase Diagrams and Charge-Spin Separation in Two and Four Site Hubbard
  Clusters","5 pages, 3 figures",,,,"cond-mat.str-el",,"  The charge spin-separation, pseudogap formation and phase diagrams are
studied in two and four site Hubbard clusters using analytical diagonalization
and grand canonical ensemble method in a multidimensional parameter space of
temperature, magnetic field, on-site Coulomb interaction ($U\ge 0$), and
chemical potential. The numerically evaluated, exact expressions for charge and
spin susceptibilities provide clear evidence for the existence of true gaps in
the ground state and pseudogaps in a limited range of temperature.
  In particular, Mott-Hubbard type charge crossover, spin pseudogap and
magnetic correlations with antiferromagnetic (spin) pseudogap structure for two
and four site clusters closely resemble the pseudogap phenomena and the
normal-state phase diagram in high T$_c$ superconductors. ~ ~
","[{""version"":""v1"",""created"":""Sun, 23 Oct 2005 15:20:50 GMT""}]","2016-08-31"
"cond-mat/0510611","Donald Candela","D. Candela, C. Huan, K. Facto, R. Wang, R. W. Mair, R. L. Walsworth","Using NMR to Validate First-Principles Granular Flow Equations","6 pages, 9 figures",,,,"cond-mat.soft",,"  Nuclear magnetic resonance (NMR) experiments are described for two
granular-flow systems, the vibrofluidized bed and the gas-fluidized bed. Using
pulsed field gradient, magnetic resonance imaging, and hyperpolarized gas NMR,
detailed information is obtained for the density and motions of both grains and
interstitial gas. For the vibrofluidized bed, the granular temperature profile
is measured and compared with a first-principles formulation of granular
hydrodynamics. For the gas-fluidized bed, dynamic correlations in the grain
density are used to measure the bubble velocity and hyperpolarized xenon gas
NMR is used to measure the bubble-emulsion exchange rate. A goal of these
measurements is to verify in earth gravity first-principles theories of
granular flows, which then can be used to make concrete predictions for
granular flows in reduced gravity.
","[{""version"":""v1"",""created"":""Sun, 23 Oct 2005 15:52:01 GMT""}]","2007-05-23"
"cs/0510067","Arya Mazumdar","Arya Mazumdar, Adrish Banerjee and A K Chaturvedi","On the Spread of Random Interleaver","5 pages, published in Proceedings of IEEE International Symposium on
  Information Theory 2005, Adelaide, Australia","IEEE International Symposium on Information Theory 2005","10.1109/ISIT.2005.1523372",,"cs.IT math.IT",,"  For a given blocklength we determine the number of interleavers which have
spread equal to two. Using this, we find out the probability that a randomly
chosen interleaver has spread two. We show that as blocklength increases, this
probability increases but very quickly converges to the value $1-e^{-2} \approx
0.8647$. Subsequently, we determine a lower bound on the probability of an
interleaver having spread at least $s$. We show that this lower bound converges
to the value $e^{-2(s-2)^{2}}$, as the blocklength increases.
","[{""version"":""v1"",""created"":""Sun, 23 Oct 2005 14:20:50 GMT""}]","2007-07-16"
