"astro-ph/0503562","Davor Palle","Davor Palle (Rugjer Boskovic Institute, Zagreb, Croatia)","Comment on the paper of Jaffe et al (astro-ph/0503213) on evidence of
  vorticity and shear of the Universe","3 pages",,,,"astro-ph gr-qc hep-ph",,"  We show that recent results in the paper of Jaffe et al on evidence of
vorticity and shear of the Universe are incorrect. They fit WMAP data with
certain Bianchi model which is known to have a vanishing vorticity. The
performed fit of the shear is not reliable because the respective formula seems
not to be gauge invariant. We suggest a theoretical framework to analyze
asymmetric large scale WMAP data.
","[{""version"":""v1"",""created"":""Fri, 25 Mar 2005 16:43:44 GMT""}]","2007-05-23"
"astro-ph/0503563","Ewan O'Sullivan","E. O'Sullivan, J. M. Vrtilek and J. C. Kempner","AGN feedback and gas mixing in the core of NGC 4636","4 Pages, 2 colour figures, accepted for publication in ApJ Letters.
  Version with high quality images at
  http://hea-www.harvard.edu/~ejos/files/N4636_hires.pdf","Astrophys.J. 624 (2005) L77-L80","10.1086/430600",,"astro-ph",,"  Chandra observations of NGC 4636 show disturbances in the galaxy X-ray halo,
including arm-like high surface brightness features (tentatively identified as
AGN driven shocks) and a possible cavity on the west side of the galaxy core.
We present Chandra and XMM spectral maps of NGC 4636 which confirm the presence
of the cavity and show it to be bounded by the arm features. The maps also
reveal a ~15 kpc wide plume of low temperature, high abundance gas extending
25-30 kpc to the southwest of the galaxy. The cavity appears to be embedded in
this plume, and we interpret the structure as being entrained gas drawn out of
the galaxy core during previous episodes of AGN activity. The end of the plume
is marked by a well defined edge, with significant falls in surface brightness,
temperature and abundance, indicating a boundary between galaxy and
group/cluster gas. This may be evidence that as well as preventing gas cooling
through direct heating, AGN outbursts can produce significant gas mixing,
disturbing the temperature structure of the halo and transporting metals out
from the galaxy into the surrounding intra-group medium.
","[{""version"":""v1"",""created"":""Fri, 25 Mar 2005 16:51:37 GMT""}]","2009-11-10"
"astro-ph/0503564","Aigen Li","Aigen Li","Can Fluffy Dust Alleviate the ""Subsolar"" Interstellar Abundance Problem?","15 pages, 2 figures, 1 table. To appear in The Astrophysical Journal,
  vol. 622 (the April-01-2005 issue)","Astrophys.J. 622 (2005) 965-969","10.1086/428038",,"astro-ph",,"  What might be the most appropriate set of interstellar reference abundances
of chemical elements (both in gas and in dust) relative to hydrogen has been a
subject of much discussion in the past decade. While historically the Sun has
been taken as the reference standard, it has recently been suggested that the
interstellar abundances might be better represented by those of B stars
(because of their young ages) which are just ~60--70% of the widely adopted
solar values (``subsolar''). On the other hand, the most recent estimates of
the solar carbon and oxygen abundances are also close to those of B stars. If
the interstellar abundances are indeed ``subsolar'' like B stars or the
newly-determined solar C,O values, there might be a lack of raw material to
form the dust to account for the interstellar extinction. In literature it has
been argued that this problem could be solved if interstellar grains have a
fluffy, porous structure since fluffy grains are more effective in absorbing
and scattering optical and ultraviolet starlight than compact grains (on a per
unit mass basis). However, we show in this work that, using the Kramers-Kronig
relation, fluffy dust is not able to overcome the abundance shortage problem. A
likely solution is that the abundances of refractory elements in stellar
photospheres may under-represent the composition of the interstellar material
from which stars are formed, resulting either from the possible underestimation
of the degree of heavy-element settling in stellar atmospheres, or from the
incomplete incorporation of heavy elements in stars during the star formation
process.
","[{""version"":""v1"",""created"":""Fri, 25 Mar 2005 20:31:43 GMT""}]","2009-11-10"
"astro-ph/0503565","Matteo Murgia","M. Murgia, T.T. Helfer, R. Ekers, L. Blitz, L. Moscadelli, T. Wong and
  R. Paladino","The Molecular Connection to the FIR-Radio Continuum Correlation in
  Galaxies","Accepted by A&A, 25 pages, 10 figures. For a version with high
  quality figures, see http://lucipher.ca.astro.it/~matteo/rc-co/paper.ps.gz",,"10.1051/0004-6361:20042586",,"astro-ph",,"  We have studied the relationships between the radio continuum (RC) and CO
emission for a set of galaxies selected from the BIMA Survey of Nearby
Galaxies. We find that the global CO-RC correlation is as tight as the global
FIR-RC correlation for the 24 galaxies studied. Within 9 galaxies with ~6
arcsec CO and RC data available, the CO and RC emission is as tightly
correlated as its global value; the radially averaged correlation is nearly
linear, extends over four order of magnitude and holds down to the smallest
linear resolution of the observations, which is ~100 pc. We define qco as the
log of the ratio of the CO to RC flux as a way to characterize the CO-RC
correlation. Combining 6 arcsec pixel-by-pixel comparisons across all sources
yields an average small-scale correlation of qco = 1.1 +/- 0.28; that is, the
spatially resolved correlation has a dispersion that is less than a factor of
2. There are however systematic variations in the CO/RC ratio; the strongest
organized structures in qco tend to be found along spiral arms and on size
scales much larger than the resolution of the observations. We do not measure
any systematic trend in CO/RC ratio as a function of radius in galaxies. The
constancy of the CO/RC ratio stands in contrast to the previously measured
decrease in the FIR/RC ratio as a function of radius in galaxies. We suggest
that the excellent correlation between the CO, RC and FIR emission in galaxies
is a consequence of regulation by hydrostatic pressure; this model links all
three emissions without invoking an explicit dependence on a star formation
scenario.
","[{""version"":""v1"",""created"":""Fri, 25 Mar 2005 17:20:47 GMT""}]","2009-11-10"
"astro-ph/0503566","Patrick C\^ot\'e","Monica Hasegan, Andres Jordan, Patrick Cote, S.G. Djorgovski, Dean E.
  McLaughlin, John P. Blakeslee, Simona Mei, Michael J. West, Eric W. Peng,
  Laura Ferrarese, Milos Milosavljevic, John L. Tonry, David Merritt","The ACS Virgo Cluster Survey. VII. Resolving the Connection Between
  Globular Clusters and Ultra-Compact Dwarf Galaxies","56 pages, with 17 postscript figures. Accepted for publication in
  ApJ. Also available at:
  http://www.physics.rutgers.edu/~pcote/acs/publications.html","Astrophys.J.627:203-223,2005","10.1086/430342",,"astro-ph",,"  We investigate the connection between globular clusters and ultra-compact
dwarf galaxies (UCDs) by examining the properties of several compact objects
associated with M87, all of which were previously classified as globular
clusters. Combining imaging from the Hubble Space Telescope with ground-based
Keck spectroscopy, we find two objects to have half-light radii, velocity
dispersions and mass-to-light ratios that are consistent with the predictions
of population synthesis models for old, metal-rich, luminous globular clusters.
Three other objects are much larger, with half-light radii of approximately
20pc, and have V-band mass-to-light ratios in the range 6-9. These objects,
which we consider to be UCDs, resemble the nuclei of nucleated dwarf elliptical
galaxies in Virgo, having similar mass-to-light ratios, luminosities and
colors. These UCDs are found to obey the extrapolated scaling relations of
galaxies more closely than those of Galactic globular clusters. There appears
to be a transition between the two types of stellar systems at a mass of about
two million solar masses. If the UCDs are gravitationally bound, then we
suggest that the presence of dark matter is the fundamental property
distinguishing globular clusters from UCDs. More than half of the UCD
candidates uncovered in the ACS Virgo Cluster Survey are associated with a
single galaxy -- M87 -- which suggests that proximity to the Virgo center may
be of critical importance for the formation of these objects. These results
show that distinguishing bonafide UCDs from bright globular clusters requires a
careful analysis of their detailed structural and dynamical properties,
particularly their mass-to-light ratios. (ABRIDGED)
","[{""version"":""v1"",""created"":""Fri, 25 Mar 2005 18:19:15 GMT""}]","2010-04-06"
"astro-ph/0503567","Aigen Li","Aigen Li","On the Absorption and Emission Properties of Interstellar Grains","invited talk for ""The Spectral Energy Distribution of Gas-Rich
  Galaxies: Confronting Models with Data"" (Heidelberg, Germany; 4--8 October
  2004), edited by C.C. Popescu & R.J. Tuffs, AIP Conf. Ser., in press; (11
  pages, no figures, no tables)",,"10.1063/1.1913922",,"astro-ph",,"  Our current understanding of the absorption and emission properties of
interstellar grains are reviewed. The constraints placed by the Kramers-Kronig
relation on the wavelength-dependence and the maximum allowable quantity of the
dust absorption are discussed. Comparisons of the opacities (mass absorption
coefficients) derived from interstellar dust models with those directly
estimated from observations are presented.
","[{""version"":""v1"",""created"":""Fri, 25 Mar 2005 21:08:51 GMT""}]","2009-11-10"
"astro-ph/0503568","Scott J. Kenyon","Scott J. Kenyon & Benjamin C. Bromley","Terrestrial Planet Formation I. The Transition from Oligarchic Growth to
  Chaotic Growth","Astronomical Journal, accepted; 22 pages + 15 figures in ps format;
  eps figures at http://cfa-www.harvard.edu/~kenyon/dl/ revised version
  clarifies evolution and justifies choice of promotion masses","Astron.J.131:1837-1850,2006","10.1086/499807",,"astro-ph",,"  We use a hybrid, multiannulus, n-body-coagulation code to investigate the
growth of km-sized planetesimals at 0.4-2 AU around a solar-type star. After a
short runaway growth phase, protoplanets with masses of roughly 10^26 g and
larger form throughout the grid. When (i) the mass in these `oligarchs' is
roughly comparable to the mass in planetesimals and (ii) the surface density in
oligarchs exceeds 2-3 g/sq cm at 1 AU, strong dynamical interactions among
oligarchs produce a high merger rate which leads to the formation of several
terrestrial planets. In disks with lower surface density, milder interactions
produce several lower mass planets. In all disks, the planet formation
timescale is roughly 10-100 Myr, similar to estimates derived from the
cratering record and radiometric data.
","[{""version"":""v1"",""created"":""Fri, 25 Mar 2005 22:08:58 GMT""},{""version"":""v2"",""created"":""Thu, 17 Nov 2005 16:14:49 GMT""}]","2008-11-26"
"astro-ph/0503569","Aigen Li","Aigen Li","Interstellar Grains -- The 75th Anniversary","invited review article for the ""Light, Dust and Chemical Evolution""
  conference (Gerace, Italy, 26--30 September 2004), edited by F. Borghese and
  R. Saija, 2005, in press","J.Phys.Conf.Ser. 6 (2005) 229","10.1088/1742-6596/6/1/028",,"astro-ph",,"  The year of 2005 marks the 75th anniversary since Trumpler (1930) provided
the first definitive proof of interstellar grains by demonstrating the
existence of general absorption and reddening of starlight in the galactic
plane. This article reviews our progressive understanding of the nature of
interstellar dust.
","[{""version"":""v1"",""created"":""Fri, 25 Mar 2005 21:26:39 GMT""}]","2009-11-10"
"astro-ph/0503571","Aigen Li","Aigen Li","The Warm, Cold and Very Cold Dusty Universe","invited review article for the international symposium ""Penetrating
  Bars Through Masks of Cosmic Dust"" (Johannesburg, South Africa, 6--12 June
  2004), edited by D.L. Block & K. Freeman, Springer, pp.535--559 (26 pages, 7
  figures)",,,,"astro-ph",,"  We are living in a dusty universe: dust is ubiquitously seen in a wide
variety of astrophysical environments, ranging from circumstellar envelopes
around cool red giants to supernova ejecta, from diffuse and dense interstellar
clouds and star-forming regions to debris disks around main-sequence stars,
from comets to interplanetary space to distant galaxies and quasars. In this
review I focus on interstellar grains, with particular emphasis on the
extinction (absorption plus scattering) and emission properties of cold
submicron-sized ``classical'' grains which, in thermal equilibrium with the
ambient interstellar radiation field, obtain a steady-state temperature of
\~15--25K, warm nano-sized (or smaller) ""ultrasmall"" grains which are, upon
absorption of an energetic photon, transiently heated to temperatures as high
as a few hundred to over 1000K, and the possible existence of a population of
very cold (< 10K) dust. Whether dust grains can really get down to
""temperature"" less than the 2.7K cosmic microwave background radiation
temperature will also be discussed. The robustness of the
silicate-graphite-PAHs interstellar dust model is demonstrated by showing that
the infrared emission predicted from this model closely matches that observed
for the Milky Way, the Small Magellanic Cloud, and the ringed Sb galaxy
NGC7331.
","[{""version"":""v1"",""created"":""Fri, 25 Mar 2005 21:46:57 GMT""}]","2007-05-23"
"astro-ph/0503572","Michael P. Muno","M. P. Muno, J. R. Lu (1), F. K. Baganoff (2), W. N. Brandt, G. P.
  Garmire (3) A. M. Ghez, S. D. Hornstein, & M. R. Morris (1) ((1) UCLA; (2)
  MIT; (3) Penn State)","A Remarkable Low-Mass X-ray Binary within 0.1 pc of the Galactic Center","11 pages, including 9 figures (6 color). submitted to ApJ","Astrophys.J.633:228-239,2005","10.1086/444586",,"astro-ph",,"  Recent X-ray and radio observations have identified a transient low-mass
X-ray binary (LMXB) located only 0.1 pc in projection from the Galactic center,
CXOGC J174540.0-290031. In this paper, we report the detailed analysis of X-ray
and infrared observations of the transient and its surroundings. Chandra
bservations detect the source at a flux of F_X = 2e-12 erg cm^-2 s^-1 (2-8
keV). After accounting for absorption both in the interstellar medium and in
material local to the source, the implied luminosity of the source is only L_X
= 4e34 erg/s (2-8 keV; D=8 kpc). However, the diffuse X-ray emission near the
source also brightened by a factor of 2. The enhanced diffuse X-ray emission
lies on top of a known ridge of dust and ionized gas that is visible infrared
images. We interpret the X-ray emission as scattered flux from the outburst,
and determine that the peak luminosity of CXOGC J174540.0-290031 was >2e36
erg/s. We suggest that the relatively small observed flux results from the fact
that the system is observed nearly edge-on, so that the accretion disk
intercepts most of the flux emitted along our line of sight. We compare the
inferred peak X-ray luminosity to that of the radio jet. The ratio of the X-ray
to radio luminosities, L_X/L_R<1e4, is considerably smaller than in other known
LMXBs (> 1e5). This is probably because the jets are radiating with unusually
high efficiency at the point where they impact the surrounding interstellar
medium. This hypothesis is supported by a comparison with mid-infrared images
of the surrounding dust. Finally, we find that the minimum power required to
produce the jet, L_jet~1e37 erg/s, is comparable to the inferred peak X-ray
luminosity. This is the most direct evidence yet obtained that LMXBs accreting
at low rates release about half of their energy as jets.
","[{""version"":""v1"",""created"":""Sat, 26 Mar 2005 00:15:17 GMT""}]","2009-02-18"
