"astro-ph/0503486","Nikhil Padmanabhan","Nikhil Padmanabhan, Douglas P. Finkbeiner (Princeton)","Detecting Dark Matter Annihilation with CMB Polarization : Signatures
  and Experimental Prospects","13 pages, 8 figures, submitted to PRD","Phys.Rev.D72:023508,2005","10.1103/PhysRevD.72.023508",,"astro-ph hep-th",,"  Dark matter (DM) annihilation during hydrogen recombination (z ~ 1000) will
alter the recombination history of the Universe, and affect the observed CMB
temperature and polarization fluctuations. Unlike other astrophysical probes of
DM, this is free of the significant uncertainties in modelling galactic
physics, and provides a method to detect and constrain the cosmological
abundances of these particles. We parametrize the effect of DM annihilation as
an injection of ionizing energy at a rate e_{dm}, and argue that this simple
""on the spot'' modification is a good approximation to the complicated
interaction of the annihilation products with the photon-electron plasma.
Generic models of DM do not change the redshift of recombination, but change
the residual ionization after recombination. This broadens the surface of last
scattering, suppressing the temperature fluctuations and enhancing the
polarization fluctuations. We use the temperature and polarization angular
power spectra to measure these deviations from the standard recombination
history, and therefore, indirectly probe DM annihilation. (abridged)
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 20:26:19 GMT""}]","2008-11-26"
"astro-ph/0503492","Cristina Chiappini","C. Chiappini, F. Matteucci and S. K. Ballero","The origin of nitrogen: Implications of recent measurements of N/O in
  Galactic metal-poor stars","A&A (in press), 9 pages (including 5 figures), references updated
  after proof corrections",,"10.1051/0004-6361:20042292",,"astro-ph",,"  Recent new high-precision abundance data for Galactic halo stars suggest
important primary nitrogen production in very metal-poor massive stars. Here,
we compute a new model for the chemical evolution of the Milky Way aimed at
explaining these new abundance data. The new data can be explained by adopting:
a) the stellar yields obtained from stellar models that take into account
rotation and b) an extra production of nitrogen in the very metal-poor massive
stars. In particular, we suggest an increase of nearly a factor of 200 in 14N
for a star of 60 Msun and 40 for a star of 9Msun, for metallicities below
Z=10$^{-5}$, with respect to the yields given in the literature for Z=10$^{-5}$
and rotational velocity of 300 km/s. We show that once we adopt the above
prescriptions, our model is able to predict high N/O abundance ratios at low
metallicities and still explains the nitrogen abundances observed in thin disk
stars in the solar vicinity. The physical motivation for a larger nitrogen
production in massive stars in very metal-poor environments could be the fact
that some stellar models as well as observational data suggest that at low
metallicities stars rotate faster. If this is the case, such large nitrogen
production seen in the pristine phases of the halo formation would not
necessarily happen in Damped Lyman-alpha systems which have metallicities
always above [Fe/H]$\simeq -$2.5, and could have been pre-enriched. We also
compute the abundance gradient of N/O along the Galactic disk and show that a
negative gradient is predicted once we adopt stellar yields where rotation is
taken into account. The latter result implies that intermediate mass stars
contribute less to the primary nitrogen than previously thought.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 17:44:01 GMT""},{""version"":""v2"",""created"":""Tue, 26 Apr 2005 14:38:19 GMT""}]","2009-11-10"
"astro-ph/0503496","Sven Wedemeyer-B\""ohm","S. Wedemeyer-Boehm, I. Kamp, J. Bruls, B. Freytag","Carbon monoxide in the solar atmosphere I. Numerical method and
  two-dimensional models","15 pages, 6 figures, final version will contain online material",,"10.1051/0004-6361:20042550",,"astro-ph",,"  The radiation hydrodynamic code CO5BOLD has been supplemented with the
time-dependent treatment of chemical reaction networks. Advection of particle
densities due to the hydrodynamic flow field is also included. The radiative
transfer is treated frequency-independently, i.e. grey, so far. The upgraded
code has been applied to two-dimensional simulations of carbon monoxide (CO) in
the non-magnetic solar photosphere and low chromosphere. For this purpose a
reaction network has been constructed, taking into account the reactions which
are most important for the formation and dissociation of CO under the physical
conditions of the solar atmosphere. The network has been strongly reduced to 27
reactions, involving the chemical species H, H2, C, O, CO, CH, OH, and a
representative metal. The resulting CO number density is highest in the cool
regions of the reversed granulation pattern at mid-photospheric heights and
decreases strongly above. There, the CO abundance stays close to a value of 8.3
on the usual logarithmic abundance scale with [H]=12 but is reduced in hot
shock waves which are a ubiquitous phenomenon of the model atmosphere. For
comparison, the corresponding equilibrium densities have been calculated, based
on the reaction network but also under assumption of instantaneous chemical
equilibrium by applying the Rybicki & Hummer (RH) code by Uitenbroek (2001).
Owing to the short chemical timescales, the assumption holds for a large
fraction of the atmosphere, in particular the photosphere. In contrast, the CO
number density deviates strongly from the corresponding equilibrium value in
the vicinity of chromospheric shock waves. Simulations with altered reaction
network clearly show that the formation channel via hydroxide (OH) is the most
important one under the conditions of the solar atmosphere.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 16:48:58 GMT""}]","2009-11-10"
"astro-ph/0503502","Maurizio Giannotti","C. Bambi, M. Giannotti, and F. L. Villante","The response of primordial abundances to a general modification of
  $G_{\rm N}$ and/or of the early universe expansion rate","11 pages, 2 figures","Phys.Rev.D71:123524,2005","10.1103/PhysRevD.71.123524",,"astro-ph",,"  We discuss the effects of a possible time variation of the Newton constant
$G_{\rm N}$ on light elements production in Big Bang Nucleosyntesis (BBN). We
provide analytical estimates for the dependence of primordial abundances on the
value of the Newton constant during BBN. The accuracy of these estimates is
then tested by numerical methods. % Moreover, we determine numerically the
response of each element to an arbitrary time-dependent modification of the
early universe expansion rate. Finally, we determine the bounds on possible
variations of $G_{\rm N}$ which can be obtained from the comparison of
theoretical predictions and observational data.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 17:37:28 GMT""}]","2008-11-26"
"astro-ph/0503503","Piero Ranalli","Piero Ranalli (1,2), Andrea Comastri (1), Giancarlo Setti (2,3) ((1)
  INAF-OA Bologna; (2) Universita' di Bologna; (3) INAF-IRA Bologna)","The X-ray luminosity function and number counts of spiral galaxies","LaTeX, 16 pages, 10 figures. Accepted by Astronomy and Astrophysics","Astron.Astrophys. 440 (2005) 23","10.1051/0004-6361:20042598",,"astro-ph",,"  (abridged) A detailed comparison is performed of the LFs compiled at
infrared, radio and optical wavelengths and converted into XLFs using available
relations with the XLF directly estimated in the 0.5--2 keV energy band from
X-ray surveys (Norman et al). We find that the XLF from the local sample of
IRAS galaxies (Takeuchi et al) provides a good representation of all available
data samples; pure luminosity evolution of the form (1+z)^\eta, with \eta< ~3,
is favoured over pure density. The local X-ray luminosity density is also well
defined. We discuss different estimates of the galaxies LogN-LogS, selected
from the Chandra Deep Fields with different selection criteria: these have
similar slopes, but normalisations scattered within a factor ~2, of the same
order of the Poissonian error on the counts. We compare the observed LogN-LogS
with the counts predicted by integrating our reference z=0 XLF. By using number
counts alone, it is not possible to discriminate between density and luminosity
evolution; however, the evolution of galaxies must be stopped in both cases at
z~1-2. The contribution of galaxies to the X-ray background is found to be in
the range 6%--12%. Making use of cosmic star formation models, we find that the
X-ray LogN-LogS might be not compatible with very large star formation rates at
z ~ 3 as suggested by sub-mm observations in Blain et al. 1999. As to the
content of current and, possibly, future X-ray surveys, we determine the
fraction of galaxies around the current flux limit: (30+-12 %). At fainter
fluxes the fraction of galaxies will probably rise, and overcome the counts
from AGN at fluxes < ~10^{-17} erg/s/cm^2.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 17:10:22 GMT""}]","2007-05-23"
"astro-ph/0503504","Rodger Thompson Prof.","Rodger I. Thompson, Garth Illingworth, Rychard Bouwens, Mark
  Dickinson, Daniel Eisenstein, Xiaohui Fan, Marijn Franx, Adam Riess, Marcia
  J. Rieke, Glenn Schneider, Elizabeth Stobie, Sune Toft and Pieter Van Dokkum","The NICMOS Ultra Deep Field: Observations, Data Reduction, and Galaxy
  Photometry","Accepted for publication in the Astronomical Journal. 33 Pages, 6
  Figures","Astron.J.130:1-12,2005","10.1086/430528",,"astro-ph",,"  This paper describes the observations and data reduction techniques for the
version 2.0 images and catalog of the NICMOS Ultra Deep Field Treasury program.
All sources discussed in this paper are based on detections in the combined
NICMOS F110W and F160W bands only. The NICMOS images are drizzled to 0.09 arc
second pixels and aligned to the ACS UDF F850LP image which was rebinned to the
same pixel scale. These form the NICMOS version 2.0 UDF images. The catalog
sources are chosen with a conservative detection limit to avoid the inclusion
of numerous spurious sources. The catalog contains 1293 objects in the 144 x
144 arc sececonds NICMOS subfield of the UDF. The 5 sigma signal to noise level
is an average 0.6 arc second diameter aperture AB magnitude of ~27.7 at 1.1 and
1.6 microns. The catalog sources, listed in order of right ascension, satisfy a
minimum signal to noise criterion of 1.4 sigma in at least 7 contiguous pixels
of the combined F110W and F160W image
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 17:06:09 GMT""}]","2009-09-29"
"astro-ph/0503505","Maxim Lyutikov","Maxim Lyutikov (UBC)","Comment on ""Gamma-ray burst early afterglows: reverse shock emission
  from an arbitrarily magnetized ejecta"" by Zhang and Kobayashi (2004)","2 pages",,,,"astro-ph",,"  Zhang and Kobayashi (2004) attempted to calculate early afterglow emission
from a system of forward and reverse shocks in GRB outflows for the case of
magnetized ejecta. We point out a fundamental error in the underlying dynamical
model. According to the authors, energy and momentum carried by the magnetic
field of the ejecta are not transfered to the forward shock. This is an
incorrect assumption that invalidates the results.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 18:49:18 GMT""}]","2007-05-23"
"astro-ph/0503506","Mark C. Wyman","S.-H. Henry Tye, Ira Wasserman, and Mark Wyman","Scaling of Multi-Tension Cosmic Superstring Networks","v2: 30 pages, 6 figures, references added to match version submitted
  to Phys. Rev. D v3: typos corrected on pp. 7-8","Phys.Rev.D71:103508,2005; Erratum-ibid.D71:129906,2005","10.1103/PhysRevD.71.103508 10.1103/PhysRevD.71.129906",,"astro-ph gr-qc hep-ph hep-th",,"  Brane inflation in superstring theory ends when branes collide, initiating
the hot big bang. Cosmic superstrings are produced during the brane collision.
The cosmic superstrings produced in a D3-brane-antibrane inflationary scenario
have a spectrum: $(p,q)$ bound states of $p$ fundamental (F) strings and $q$
D-strings, where $p$ and $q$ are coprime. By extending the velocity-dependent
one-scale network evolution equations for abelian Higgs cosmic strings to allow
a spectrum of string tensions, we construct a coupled (infinite) set of
equations for strings that interact through binding and self-interactions. We
apply this model to a network of $(p,q)$ superstrings. Our numerical solutions
show that $(p,q)$ networks rapidly approach a stable scaling solution. We also
extract the relative densities of each string type from our solutions.
Typically, only a small number of the lowest tension states are populated
substantially once scaling is reached. The model we study also has an
interesting new feature: the energy released in $(p,q)$ string binding is by
itself adequate to allow the network to reach scaling. This result suggests
that the scaling solution is robust. To demonstrate that this result is not
trivial, we show that choosing a different form for string interactions can
lead to network frustration.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 17:19:22 GMT""},{""version"":""v2"",""created"":""Thu, 7 Apr 2005 18:15:29 GMT""},{""version"":""v3"",""created"":""Fri, 17 Jun 2005 17:38:01 GMT""}]","2014-10-13"
"astro-ph/0503507","Roy van Boekel","R. van Boekel, M. Min, L.B.F.M. Waters, A. de Koter, C. Dominik, M.E.
  van den Ancker, and J. Bouwman","A 10 micron spectroscopic survey of Herbig Ae star disks: grain growth
  and crystallization","22 pages, 14 figures, accepted for publication in A&A. Note: this
  submission was replaced on 26.04.2005: we used incorrect terminology in
  figure 6 and the discussion of this figure. The vertical axis label of figure
  6 has been corrected and now reads ""Normalized 11.3/9.8 Flux Ratio"", in the
  discussion of this figure (section 4.2) ""continuum subtracted"" has been
  replaced by ""normalized""","Astron.Astrophys. 437 (2005) 189-208","10.1051/0004-6361:20042339",,"astro-ph",,"  We present spectroscopic observations of a large sample of Herbig Ae stars in
the 10 micrometer spectral region. We perform compositional fits of the spectra
based on properties of homogeneous as well as inhomogeneous spherical
particles, and derive the mineralogy and typical grain sizes of the dust
responsible for the 10 $\mu$m emission. Several trends are reported that can
constrain theoretical models of dust processing in these systems: i) none of
the sources consists of fully pristine dust comparable to that found in the
interstellar medium, ii) all sources with a high fraction of crystalline
silicates are dominated by large grains, iii) the disks around more massive
stars (M >~ 2.5 M_sun, L >~ 60 L_sun) have a higher fraction of crystalline
silicates than those around lower mass stars, iv) in the subset of lower mass
stars (M <~ 2.5 M_sun) there is no correlation between stellar parameters and
the derived crystallinity of the dust. The correlation between the shape and
strength of the 10 micron silicate feature reported by van Boekel et al. (2003)
is reconfirmed with this larger sample. The evidence presented in this paper is
combined with that of other studies to present a likely scenario of dust
processing in Herbig Ae systems. We conclude that the present data favour a
scenario in which the crystalline silicates are produced in the innermost
regions of the disk, close to the star, and transported outward to the regions
where they can be detected by means of 10 micron spectroscopy. Additionally, we
conclude that the final crystallinity of these disks is reached very soon after
active accretion has stopped.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 20:44:12 GMT""},{""version"":""v2"",""created"":""Tue, 26 Apr 2005 13:13:05 GMT""}]","2009-11-10"
"astro-ph/0503508","Joshua Bloom","C. H. Blake, J. S. Bloom, D. L. Starr, E. E. Falco, M. Skrutskie, E.
  E. Fenimore, G. Duchene, A. Szentgyorgyi, S. Hornstein, J. X. Prochaska, C.
  McCabe, A. Ghez, Q. Konopacky, K. Stapelfeldt, K. Hurley, R. Campbell, M.
  Kassis, F. Chaffee, N. Gehrels, S. Barthelmy, J. R. Cummings, D. Hullinger,
  H. A. Krimm, C. B. Markwardt, D. Palmer, A. Parsons, K. McLean, J. Tueller","A contemporaneous infrared flash from a long gamma-ray burst: an echo
  from the central engine","Accepted to Nature on March 1, 2005. 9 pages, 4 figures, nature12.cls
  and nature1.cls files included. This paper is under press embargo until print
  publication","Nature 435:181-184,2005","10.1038/nature03520",,"astro-ph",,"  The explosion that results in a cosmic gamma-ray burst (GRB) is thought to
produce emission from two physical processes -- the activity of the central
engine gives rise to the high-energy emission of the burst through internal
shocking and the subsequent interaction of the flow with the external
environment produces long-wavelength afterglow. While afterglow observations
continue to refine our understanding of GRB progenitors and relativistic
shocks, gamma-ray observations alone have not yielded a clear picture of the
origin of the prompt emission nor details of the central engine. Only one
concurrent visible-light transient has been found and was associated with
emission from an external shock. Here we report the discovery of infrared (IR)
emission contemporaneous with a GRB, beginning 7.2 minutes after the onset of
GRB 041219a. Our robotic telescope acquired 21 images during the active phase
of the burst, yielding the earliest multi-colour observations of any
long-wavelength emission associated with a GRB. Analysis of an initial IR pulse
suggests an origin consistent with internal shocks. This opens a new
possibility to study the central engine of GRBs with ground-based observations
at long wavelengths.
","[{""version"":""v1"",""created"":""Wed, 23 Mar 2005 21:00:02 GMT""}]","2009-02-18"
"astro-ph/0503509","Gregory Sivakoff","Gregory R. Sivakoff (1), William C. Saslaw (1,2,3) ((1) University of
  Virginia, (2) Institute of Astronomy, Cambridge, (3) National Radio Astronomy
  Observatory)","The Galaxy Distribution Function from the 2MASS Survey","Astrophysical Journal, accepted: 14 pages with 23 embedded reduced
  resolution Postscript figures & 2 tables","Astrophys.J. 626 (2005) 795-808","10.1086/430082",,"astro-ph",,"  We determine the spatial distribution function of galaxies from a wide range
of samples in the 2MASS survey. The results agree very well with the form of
the distribution predicted by the theory of cosmological gravitational
many-body galaxy clustering. On large scales we find a value of the clustering
parameter b = 0.867 +/- 0.026, in agreement with b = 0.83 +/- 0.05 found
previously for the Pisces-Perseus supercluster. We measure b(theta) as a
function of scale, since this is a powerful test of the applicability of
computer simulations. The results suggest that when galaxies clustered they
were usually surrounded by individual, rather than by communal haloes.
","[{""version"":""v1"",""created"":""Thu, 24 Mar 2005 13:47:15 GMT""}]","2009-11-10"
