"astro-ph/0505292","Campana","M. Chieregato (Uni. Insubria & Uni. Zurich), S. Campana (Brera Obs.),
  A. Treves (Uni. Insubria), A. Moretti (Brera Obs.), R.P. Mignani (ESO), G.
  Tagliaferri (Brera Obs.)","Blank Field Sources in the ROSAT HRI Brera Multiscale Wavelet catalog","9 pages, 5 figures, accepted for publication on A&A",,"10.1051/0004-6361:20041726",,"astro-ph",,"  The search for Blank Field Sources (BFS), i.e. X-ray sources without optical
counterparts, paves the way to the identification of unusual objects in the
X-ray sky. Here we present four BFS detected in the Brera Multiscale Wavelet
catalog of ROSAT HRI observations. This sample has been selected on the basis
of source brightness, distance from possible counterparts at other wavelengths,
point-like shape and good estimate of the X-ray flux (f_X). The observed f_X
and the limiting magnitude of the optical catalogs fix a lower limit for our
BFS on f_X/f_opt~40. This value puts them well beyond 90% threshold for usual
source classes once HRI energy band and proper spectral shape are taken into
account, leaving room for speculation on their nature. Three BFS show also
evidence of a transient behaviour.
","[{""version"":""v1"",""created"":""Fri, 13 May 2005 16:06:19 GMT""}]","2009-11-11"
"astro-ph/0505293","Arjan Bik","A. Bik (Univ. Amsterdam, ESO), L. Kaper (Univ. Amsterdam), M.M. Hanson
  (Univ. Cincinnati), M. Smits (Univ. Amsterdam)","VLT K-band spectroscopy of massive stars deeply embedded in IRAS sources
  with UCHII colours","18 pages, 9 figures, accepted for publication by A&A",,"10.1051/0004-6361:20042597",,"astro-ph",,"  We have obtained high resolution (R = 10,000) K-band spectra of candidate
young massive stars deeply embedded in (ultra-) compact HII regions (UCHIIs).
In these clusters, three types of objects are identified. The first type (38
objects) consists of ``naked'' OB stars whose K-band spectra are dominated by
photospheric emission. We classify the K-band spectra of the OB-type cluster
members using near-infrared classification criteria. The spectral
classification provides an important constraint on the distance to the embedded
cluster. The ionising power of the population thus derived is compared to the
information obtained from the infrared and radio flux of these sources. In most
cases these two different determinations of the ionising flux are consistent,
from which we conclude that we have identified the ionising star(s) in about
50% of the embedded clusters. The second type (7 objects) are point sources
associated with UCHII radio emission, that exhibit nebular emission lines in
the near-infrared. Six of the objects in this group produce HeI emission
indicative of an embedded O-type star. These objects are more embedded than the
OB stars and probably do not dominate the infrared flux as measured by IRAS.
The third type (20 objects) is characterised by broad (100--200 km/s) Brgamma
emission and no photospheric absorption profiles. Bik et al (2005) show that
these objects are massive YSO candidates surrounded by dense circumstellar
disks.
","[{""version"":""v1"",""created"":""Fri, 13 May 2005 18:03:55 GMT""}]","2009-11-11"
"astro-ph/0505294","Daniele Malesani","D. Malesani, S. Covino, E.M. Rossi, D. Lazzati, A. De Luca, P.
  Filliatre, G. Tagliaferri","Open issues in gamma-ray bursts: polarimetry and dark GRBs","6 pages, 3 figures. Proceedings of the 4th Workshop ""Gamma-Ray Bursts
  in the Afterglow Era"", Roma, 2004 October 18-22, eds. L. Piro, L. Amati, S.
  Covino, and B. Gendre. Il Nuovo Cimento, in press","Nuovo Cim.C28:515-520,2005","10.1393/ncc/i2005-10096-2",,"astro-ph",,"  We review some open problems in the physics of afterglows, namely their
polarization properties and the existence of dark/faint bursts. Polarization
studies yield precious insights in the physical structure and dynamical
evolution of GRB jets, revealing their magnetization properties and their
energy profile. Polarimetric observations of GRB 020813 already allowed to
exclude a homogeneous jet for this event. We then present observations of
faint/dark bursts, showing that some of them may be obscured by dust, while
others are possibly just intrinsically dim.
","[{""version"":""v1"",""created"":""Fri, 13 May 2005 18:17:57 GMT""},{""version"":""v2"",""created"":""Sat, 14 May 2005 07:56:45 GMT""}]","2010-11-11"
"astro-ph/0505295","Gregory Doppmann","G. W. Doppmann (Gemini Observatory), T. P. Greene (NASA Ames Research
  Center), K. R. Covey (University of Washington), and C. J. Lada
  (Harvard-Smithsonian Center for Astrophysics)","The Physical Natures of Class I and Flat-Spectrum Protostellar
  Photospheres: A Near-Infrared Spectroscopic Study","LaTeX, 35 pages + 23 figures. Accepted for publication in AJ","Astron.J.130:1145-1170,2005","10.1086/431954",,"astro-ph",,"  We present high resolution (R = 18,000), high signal-to-noise, 2 micron
spectra of 52 infrared-selected Class I and flat-spectrum young stellar objects
in the Taurus-Auriga, $\rho$ Ophiuchi, Serpens, Perseus, and Corona Australis
dark clouds. We detect key absorption lines in 41 objects and fit synthetic
spectra generated from pre-main sequence models to deduce the effective
temperatures, surface gravities, near-infrared veilings, rotation velocities,
and radial velocities of each of these 41 sources. We find these objects to
span ranges in effective temperature, surface gravity, and stellar luminosity
which appear similar to those of late spectral-type Class II sources and
classical T-Tauri stars. We determine that the mean 2 micron veiling of Class I
and flat-spectrum objects is significantly higher than that of Class II objects
in the same region where both types of objects are extensively observed ($\rho$
Oph). We find a significant fraction of our protostellar sample also exhibits
emission lines. Twenty-three objects show H$_2$ emission, usually indicative of
the presence of energetic outflows. Thirty-four sources show HI Br $\gamma$
emission and a number of these exhibit profile asymmetries consistent with
in-fall. Eight sources show significant $\Delta v = 2$ CO emission suggestive
of emission from a circumstellar disk. Overall, these observations indicate
that Class I and flat-spectrum objects are self-embedded protostars undergoing
significant mass accretion, although the objects appear to span a broad range
of mass accretion activity.
","[{""version"":""v1"",""created"":""Fri, 13 May 2005 18:53:55 GMT""}]","2009-09-29"
"astro-ph/0505296","Richard V. E. Lovelace","M. M. Romanova, G. A. Chulsky, and R. V. E. Lovelace","Winds, B-Fields, and Magnetotails of Pulsars","11 pages, 4 figures, accepted for publication in ApJ","Astrophys.J. 630 (2005) 1020-1028","10.1086/431727",,"astro-ph",,"  We investigate the emission of rotating magnetized neutron stars due to the
acceleration and radiation of particles in the relativistic wind and in the
magnetotail of the star. We consider that the charged particles are accelerated
by driven collisionless reconnection. Outside of the light cylinder, the star's
rotation acts to wind up the magnetic field to form a predominantly azimuthal,
slowly decreasing with distance, magnetic field of opposite polarity on either
side of the equatorial plane normal to the star's rotation axis. The magnetic
field annihilates across the equatorial plane with the magnetic energy going to
accelerate the charged particles to relativistic energies. For a typical
supersonically moving pulsar, the star's wind extends outward to the standoff
distance with the interstellar medium. At larger distances, the power output of
pulsar's wind $\dot{E}_w$ of electromagnetic field and relativistic particles
is {\it redirected and collimated into the magnetotail} of the star. In the
magnetotail it is proposed that equipartition is reached between the magnetic
energy and the relativistic particle energy. For such conditions, synchrotron
radiation from the magnetotails may be a significant fraction of $\dot{E}_w$
for high velocity pulsars. An equation is derived for the radius of the
magnetotail $r_m(z^\prime)$ as a function of distance $z^\prime$ from the star.
For large distances $z^\prime$, of the order of the distance travelled by the
star, we argue that the magnetotail has a `trumpet' shape owing to the slowing
down of the magnetotail flow.
","[{""version"":""v1"",""created"":""Fri, 13 May 2005 19:28:11 GMT""}]","2009-11-11"
"astro-ph/0505297","Bahram Mobasher","Tomas Dahlen (Stockholm University), Bahram Mobasher, Rachel S.
  Somerville, Leonidas A. Moustakas, Mark Dickinson, Henry C. Ferguson, and
  Mauro Giavalisco (STScI)","The Evolution of the Optical and Near-Infrared Galaxy Luminosity
  Functions and Luminosity Densities to z~2","43 pages; 15 Figures; 5 Tables, Accepted for publication in Ap.J","Astrophys.J. 631 (2005) 126-144","10.1086/432027",,"astro-ph",,"  Using Hubble Space Telescope and ground-based U through K- band photometry
from the Great Observatories Origins Deep Survey (GOODS), we measure the
evolution of the luminosity function and luminosity density in the rest-frame
optical (UBR) to z ~ 2, bridging the poorly explored ``redshift desert''
between z~1 and z~2. We also use deep near-infrared observations to measure the
evolution in the rest-frame J-band to z~1. Compared to local measurements from
the SDSS, we find a brightening of the characteristic magnitude, (M*), by ~2.1,
\~0.8 and ~0.7 mag between z=0.1 and z=1.9, in U, B, and R bands, respectively.
The evolution of M* in the J-band is in the opposite sense, showing a dimming
between redshifts z=0.4 and z=0.9. This is consistent with a scenario in which
the mean star formation rate in galaxies was higher in the past, while the mean
stellar mass was lower, in qualitative agreement with hierarchical galaxy
formation models. We find that the shape of the luminosity function is strongly
dependent on spectral type and that there is strong evolution with redshift in
the relative contribution from the different spectral types to the luminosity
density.
  We find good agreement in the luminosity function derived from an R-selected
and a K-selected sample at z~1, suggesting that optically selected surveys of
similar depth (R < 24) are not missing a significant fraction of objects at
this redshift relative to a near-infrared-selected sample. We compare the
rest-frame B-band luminosity functions from z~0--2 with the predictions of a
semi-analytic hierarchical model of galaxy formation, and find qualitatively
good agreement. In particular, the model predicts at least as many optically
luminous galaxies at z~1--2 as are implied by our observations.
","[{""version"":""v1"",""created"":""Fri, 13 May 2005 19:54:06 GMT""},{""version"":""v2"",""created"":""Fri, 13 May 2005 20:40:09 GMT""}]","2009-11-11"
"astro-ph/0505298","Mansi Kasliwal","M.M.Kasliwal, R.V.E.Lovelace, and J.R.Houck","Confinement of supernova explosions in a collapsing cloud","3 pages, 4 figures","Astrophys.J. 630 (2005) 875","10.1086/431945",,"astro-ph",,"  We analyze the confining effect of cloud collapse on an expanding supernova
shockfront. We solve the differential equation for the forces on the shockfront
due to ram pressure, supernova energy, and gravity. We find that the expansion
of the shockfront is slowed and in fact reversed by the collapsing cloud.
Including radiative losses and a potential time lag between supernova explosion
and cloud collapse shows that the expansion is reversed at smaller distances as
compared to the non-radiative case. We also consider the case of multiple
supernova explosions at the center of a collapsing cloud. For instance, if we
scale our self-similar solution to a single supernova of energy 10^51 ergs
occurring when a cloud of initial density 10^2 H/cm^3 has collapsed by 50%, we
find that the shockfront is confined to ~15 pc in ~1 Myrs. Our calculations are
pertinent to the observed unusually compact non-thermal radio emission in blue
compact dwarf galaxies (BCDs). More generally, we demonstrate the potential of
a collapsing cloud to confine supernovae, thereby explaining how dwarf galaxies
would exist beyond their first generation of star formation.
","[{""version"":""v1"",""created"":""Fri, 13 May 2005 19:59:55 GMT""}]","2009-11-11"
"astro-ph/0505299","Andrew J. Fox","Andrew J. Fox (1), Bart P. Wakker (1), Blair D. Savage (1), Todd M.
  Tripp (2), Kenneth R. Sembach (3), & Joss Bland-Hawthorn (4) ((1) University
  of Wisconsin-Madison, (2) University of Massachusetts, (3) Space Telescope
  Science Institute, (4) Anglo-Australian Observatory)","Multi-phase High-Velocity Clouds toward HE 0226-4110 and PG 0953+414","27 pages, 12 figures (9 in color), accepted for publication in ApJ","Astrophys.J.630:332-354,2005","10.1086/431915",,"astro-ph",,"  We study the physical conditions, elemental abundances, and kinematics of the
high-velocity clouds (HVCs) along the sight lines toward active galaxies
HE0226-4110 and PG0953+414 using Hubble Space Telescope Imaging Spectrograph
and Far Ultraviolet Spectroscopic Explorer data. Our observations reveal
multiple components of HVC absorption in lines of HI, CII, CIII, CIV, OVI,
SiII, SiIII, and SiIV in both directions. We investigate whether
photoionization by the extragalactic background radiation or by escaping Milky
Way radiation can explain the observed ionization pattern. We find that
photoionization is a good explanation for the CII, CIII, SiII, and SiIII
features, but not for the OVI or CIV associated with the HVCs, suggesting that
two principal phases exist: a warm (T~10^4K), photoionized phase and a hotter
(T=1-3x10^5K), collisionally-ionized phase. The warm HVCs toward HE0226-4110
have high levels of ionization (97-99%), and metallicities ([Z/H] between -0.9
and -0.4) close to those in the Magellanic Stream, which lies eleven degrees
away on the sky at similar velocities. These HVCs have thermal pressures that
would place them close to equilibrium in a fully ionized 10^6 K Galactic corona
with n_H=4-9x10^{-5}cm^{-3} at 50 kpc. A mini-survey of the hot, collisionally
ionized HVC components seen here and in five other sight lines finds that in
11/12 cases, the high ions have kinematics and ionic ratios that are consistent
with an origin in conductive interfaces. However, the broad absorption wing on
the OVI profile toward PG0953+414 is not completely explained by the interface
scenario, and may be tracing the outflow of hot gas into the Milky Way halo as
part of a Galactic fountain or wind.
","[{""version"":""v1"",""created"":""Fri, 13 May 2005 20:00:32 GMT""}]","2011-03-10"
"astro-ph/0505300","Ezequiel Treister","Ezequiel Treister (1,2,3) and C.M. Urry (2,4) ((1) Department of
  Astronomy, Yale University, (2) Yale Center for Astronomy & Astrophysics,
  Yale University, (3) Departamento de Astronomia, Universidad de Chile, (4)
  Department of Physics, Yale University)","AGN Unification and the X-ray Background","19 pages, 6 figures, accepted by The Astrophysical Journal",,,,"astro-ph",,"  Active Galactic Nuclei (AGN) unification, which implies a large number of
obscured AGN, can explain the optical, infrared and X-ray content of deep
multiwavelength surveys. Here, we show that the same model also successfully
explains the spectral shape and intensity of the X-ray background. The simplest
possible unified model assumes a constant ratio of obscured to unobscured AGN,
independent of redshift or luminosity. With almost no free parameters, the
predicted X-ray background agrees remarkably well with observations. Both the
observed properties of deep AGN samples and the X-ray background can be
explained by the same model without invoking different evolution for obscured
and unobscured AGN. Recent observational evidence shows that the ratio of
obscured to unobscured AGN may depend on luminosity. An AGN unification model
that allows for such a dependence also fits the X-ray background spectrum, and
the predicted numbers counts in the 2-10 keV X-ray band are in good agreement
with observations. We present predictions for the source counts in hard X-rays
(10-100 keV), which indicate that future missions like the Black Hole Finder
will observe thousands of heavily obscured AGN.
","[{""version"":""v1"",""created"":""Fri, 13 May 2005 20:08:58 GMT""}]","2007-05-23"
"astro-ph/0505301","Jenica Nelan","Jenica E. Nelan, Russell J. Smith, Michael J. Hudson, Gary A. Wegner,
  John R. Lucey, Stephen A. W. Moore, Stephen J. Quinney, Nicholas B. Suntzeff","NOAO Fundamental Plane Survey -- II. Age and Metallicity along the Red
  Sequence","21 pages, 14 figures, accepted for publication in the Astrophysical
  Journal","Astrophys.J.632:137-156,2005","10.1086/431962",,"astro-ph",,"  We present spectroscopic linestrength data for 4097 red-sequence galaxies in
93 low-redshift galaxy clusters, and use these to investigate variations in
average stellar populations as a function of galaxy mass. Our analysis includes
an improved treatment of nebular emission contamination, which affects ~10% of
the sample galaxies. Using the stellar population models of D. Thomas and
collaborators, we simultaneously fit twelve observed linestrength-sigma
relations in terms of common underlying trends of age, [Z/H] (total
metallicity) and a/Fe (alpha-element enhancement). We find that the observed
linestrength-sigma relations can be explained only if higher-mass red-sequence
galaxies are, on average, older, more metal rich, and more alpha-enhanced than
lower-mass galaxies. Quantitatively, the scaling relations are
age=sigma^(0.59+/-0.13), Z/H=sigma^(0.53+/-0.08) and a/Fe=sigma^(0.31+/-0.06),
where the errors reflect the range obtained using different subsets of indices.
We conclude that although the stars in giant red galaxies in clusters formed
early, most of the galaxies at the faint end joined the red sequence only at
recent epochs. This ""down-sizing"" trend is in good qualitative agreement with
observations of the red sequence at higher redshifts, but is not predicted by
semi-analytic models of galaxy formation.
","[{""version"":""v1"",""created"":""Fri, 13 May 2005 20:26:53 GMT""}]","2011-05-05"
