"astro-ph/0505008","Hugo Martel","Hugo Martel (Universite Laval), Neal J. Evans II, and Paul R. Shapiro
  (University of Texas)","Fragmentation and Evolution of Molecular Clouds. I: Algorithm and First
  Results","47 pages, 15 figures (2 grayscale, one color), ApJ Suppl, in press",,"10.1086/500090",,"astro-ph",,"  We present a series of simulations of the fragmentation of a molecular cloud,
leading to the formation of a cluster of protostellar cores. The purpose of
these simulations is to address a specific numerical problem called artificial
fragmentation, that plagues SPH simulations of cloud fragmentation. We argue
that this is a serious problem that needs to be addressed, and that the only
reasonable and practical way to address it is to use a relatively new technique
called particle splitting. Our largest simulation has an effective resolution
of 256^3 particles (much higher than most previous SPH simulations of cloud
fragmentation) and results in the formation of a dense cluster containing ~3000
protostellar cores. It is the first simulation of this kind to properly resolve
the Jeans mass throughout the entire system, at all times, thus preventing
artificial fragmentation.
","[{""version"":""v1"",""created"":""Sat, 30 Apr 2005 17:58:42 GMT""},{""version"":""v2"",""created"":""Fri, 2 Dec 2005 20:06:23 GMT""}]","2009-11-11"
"cond-mat/0505002","George Mias","George I. Mias, S. M. Girvin","Absence of Domain Wall Roughening in a Transverse Field Ising Model with
  Long-Range Interactions","7 pages, 5 figures, revtex4","Phys. Rev. B 72, 064411 (2005)","10.1103/PhysRevB.72.064411",,"cond-mat.stat-mech",,"  We investigate roughening transitions in the context of transverse-field
Ising models. As a modification of the transverse Ising model with short range
interactions, which has been shown to exhibit domain wall roughening, we have
looked into the possibility of a roughening transition for the case of
long-range interactions, since such a system is physically realized in the
insulator LiHoF4. The combination of strong Ising anisotropy and long-range
forces lead naturally to the formation of domain walls but we find that the
long-range forces destroy the roughening transition.
","[{""version"":""v1"",""created"":""Sun, 1 May 2005 15:30:04 GMT""},{""version"":""v2"",""created"":""Tue, 3 May 2005 04:24:41 GMT""},{""version"":""v3"",""created"":""Mon, 8 Aug 2005 15:13:41 GMT""}]","2007-05-23"
"cond-mat/0505011","Jason Gallas","Jason A.C. Gallas and Hans J. Herrmann","Spontaneous Emergence of Spatio-Temporal Order in Class 4 Automata","5 pages, 6 color figures, Proceedings Medyfinol 2004, Physica A in
  print",,"10.1016/j.physa.2005.05.016",,"cond-mat.stat-mech cond-mat.dis-nn",,"  We report surprisingly regular behaviors observed for a class 4 cellular
automaton, the totalistic rule 20: starting from disordered initial
configurations the automaton produces patterns which are periodic not only in
time but also in space. This is the first evidence that different types of
spatio-temporal order can emerge under specific conditions out of disorder in
the same discrete rule based algorithm.
","[{""version"":""v1"",""created"":""Sat, 30 Apr 2005 18:22:48 GMT""}]","2009-11-11"
"cond-mat/0505012","Arkadiusz Wojs","Arkadiusz Wojs, Daniel Wodzinski, John J. Quinn","Pair-distribution functions of correlated composite fermions","submitted to PRB","Phys.Rev. B71 (2005) 245331","10.1103/PhysRevB.71.245331",,"cond-mat.mes-hall",,"  Pair-distribution functions g(r) of Laughlin quasielectrons (composite
fermions in their second Landau level) are calculated in the fractional quantum
Hall states at electron filling factors nu_e=4/11 and 3/8. A shoulder in g(r)
is found, supporting the idea of cluster formation. The intra- and
inter-cluster contributions to g(r) are identified, largely independent of
nu_e. The average cluster sizes are estimated; pairs and triplets of
quasielectrons are suggested at nu_e=4/11 and 3/8, respectively.
","[{""version"":""v1"",""created"":""Sat, 30 Apr 2005 18:42:19 GMT""}]","2009-11-11"
"cond-mat/0505013","Clemens Foerst J","Clemens J. Foerst, Karlheinz Schwarz, Peter E. Bloechl","Structural and Electronic Properties of the Interface between the High-k
  oxide LaAlO3 and Si(001)","4 pages, 5 figures","Phys.Rev.Lett 95, 137602 (2005)","10.1103/PhysRevLett.95.137602",,"cond-mat.mtrl-sci",,"  The structural and electronic properties of the LaAlO3/Si(001) interface are
determined using state-of-the-art electronic structure calculations. The atomic
structure differs from previous proposals, but is reminiscent of La adsorption
structures on silicon. A phase diagram of the interface stability is calculated
as a function of oxygen and Al chemical potentials. We find that an
electronically saturated interface is obtained only if dopant atoms segregate
to the interface. These findings raise serious doubts whether LaAlO3 can be
used as an epitaxial gate dielectric.
","[{""version"":""v1"",""created"":""Sat, 30 Apr 2005 22:43:08 GMT""},{""version"":""v2"",""created"":""Fri, 23 Sep 2005 17:28:44 GMT""}]","2016-08-31"
"cond-mat/0505014","Peter J. Hirschfeld","L.-L. Wang, P. J. Hirschfeld, and H.-P. Cheng","Ab Initio Calculation of Impurity Effects in Copper Oxide Materials","37 pp. pdf including figures, submitted to Phys. Rev. B","Phys. Rev. B 72, 224516 (2005)","10.1103/PhysRevB.72.224516",,"cond-mat.supr-con",,"  We describe a method for calculating, within density functional theory, the
electronic structure associated with typical defects which substitute for Cu in
the CuO2 planes of high-Tc superconducting materials. The focus is primarily on
Bi2Sr2CaCu2O8, the material on which most STM measurements of impurity
resonances in the superconducting state have been performed. The magnitudes of
the effective potentials found for Zn, Ni and vacancies on the in-plane Cu
sites in this host material are remarkably consistent with phenomenological
fits of potential scattering models to STM resonance energies. The effective
potential ranges are quite short, of order 1 A with weak long range tails, in
contrast to some current models of extended potentials which attempt to fit STM
data. For the case of Zn and Cu vacancies, the effective potentials are
strongly repulsive, and states on the impurity site near the Fermi level are
simply removed. The local density of states (LDOS) just above the impurity is
nevertheless found to be a maximum in the case of Zn and a local minimum in
case of the vacancy, in agreement with experiment. The Zn and Cu vacancy
patterns are explained as due to the long-range tails of the effective impurity
potential at the sample surface. The case of Ni is richer due to the Ni atom's
strong hybridization with states near the Fermi level; in particular, the short
range part of the potential is attractive, and the LDOS is found to vary
rapidly with distance from the surface and from the impurity site. We propose
that the current controversy surrounding the observed STM patterns can be
resolved by properly accounting for the effective impurity potentials and
wave-functions near the cuprate surface. Other aspects of the impurity states
for all three species are discussed.
","[{""version"":""v1"",""created"":""Sun, 1 May 2005 13:15:31 GMT""}]","2009-11-11"
"cond-mat/0505015","Nitin Samarth","K. F. Eid, M. B. Stone, O. Maksimov, T. C. Shih, K. C. Ku, W. Fadgen,
  C. J. Palmstrom, P. Schiffer, N. Samarth","Exchange Biasing of the Ferromagnetic Semiconductor (Ga,Mn)As by MnO","To appear in J. Appl. Phys. (invited paper in Proceedings of the 49th
  Annual Conference on Magnetism & Magnetic Materials); pdf file only","J. Appl. Phys. 97, art. no. 10D304 (2005)","10.1063/1.1846033",,"cond-mat.mtrl-sci",,"  We provide an overview of progress on the exchange biasing of a ferromagnetic
semiconductor (Ga1-xMnxAs) by proximity to an antiferromagnetic oxide layer
(MnO). We present a detailed characterization study of the antiferromagnetic
layer using Rutherford backscattering spectrometry, x-ray photoelectron
spectroscopy, transmission electron microscopy, and x-ray reflection. In
addition, we describe the variation of the exchange and coercive fields with
temperature and cooling field for multiple samples.
","[{""version"":""v1"",""created"":""Sun, 1 May 2005 03:14:01 GMT""}]","2009-11-11"
"cond-mat/0505016","Nitin Samarth","K. C. Ku, S. H. Chun. W. H. Wang, W. Fadgen, D. A. Issadore, N.
  Samarth, R. J. Epstein, D. D. Awschalom","Fabrication and Characterization of Modulation-Doped ZnSe/(Zn,Cd)Se
  (110) Quantum Wells: A New System for Spin Coherence Studies","To appear in Journal of Superconductivity (Proceedings of 3rd
  Conference on Physics and Applications of Spin-dependent Phenomena in
  Semiconductors)",,"10.1007/s10948-005-3356-9",,"cond-mat.mtrl-sci",,"  We describe the growth of modulation-doped ZnSe/(Zn,Cd)Se quantum wells on
(110) GaAs substrates. Unlike the well-known protocol for the epitaxy of
ZnSe-based quantum structures on (001) GaAs, we find that the fabrication of
quantum well structures on (110) GaAs requires significantly different growth
conditions and sample architecture. We use magnetotransport measurements to
confirm the formation of a two-dimensional electron gas in these samples, and
then measure transverse electron spin relaxation times using time-resolved
Faraday rotation. In contrast to expectations based upon known spin relaxation
mechanisms, we find surprisingly little difference between the spin lifetimes
in these (110)-oriented samples in comparison with (100)-oriented control
samples.
","[{""version"":""v1"",""created"":""Sun, 1 May 2005 03:39:29 GMT""}]","2009-11-11"
"cs/0505003","Xiaofei Huang","Xiaofei Huang","A New Kind of Hopfield Networks for Finding Global Optimum","6 pages, accepted by International Joint Conference on Neural
  Networks 2005",,,,"cs.NE",,"  The Hopfield network has been applied to solve optimization problems over
decades. However, it still has many limitations in accomplishing this task.
Most of them are inherited from the optimization algorithms it implements. The
computation of a Hopfield network, defined by a set of difference equations,
can easily be trapped into one local optimum or another, sensitive to initial
conditions, perturbations, and neuron update orders. It doesn't know how long
it will take to converge, as well as if the final solution is a global optimum,
or not. In this paper, we present a Hopfield network with a new set of
difference equations to fix those problems. The difference equations directly
implement a new powerful optimization algorithm.
","[{""version"":""v1"",""created"":""Sat, 30 Apr 2005 16:13:32 GMT""}]","2007-05-23"
"cs/0505004","David Lorenz","Sergei Kojarski and David H. Lorenz","Pluggable AOP: Designing Aspect Mechanisms for Third-party Composition",,"(new version) In Proceedings of the 20th Annual ACM SIGPLAN
  Conference on Object Oriented Programming Systems Languages and Applications
  (San Diego, CA, USA, October 16 - 20, 2005). OOPSLA '05. ACM Press, New York,
  NY, 247-263.","10.1145/1094811.1094831",,"cs.SE cs.PL",,"  Studies of Aspect-Oriented Programming (AOP) usually focus on a language in
which a specific aspect extension is integrated with a base language. Languages
specified in this manner have a fixed, non-extensible AOP functionality. In
this paper we consider the more general case of integrating a base language
with a set of domain specific third-party aspect extensions for that language.
We present a general mixin-based method for implementing aspect extensions in
such a way that multiple, independently developed, dynamic aspect extensions
can be subject to third-party composition and work collaboratively.
","[{""version"":""v1"",""created"":""Sat, 30 Apr 2005 20:49:15 GMT""}]","2016-08-31"
