"astro-ph/0505571","Alex Lazarian","J. Cho and A. Lazarian","Grain Alignment by Radiation in Dark Clouds and Cores","11 pages emulated ApJ, 12 figures, submitted to ApJ","Astrophys.J. 631 (2005) 361-370","10.1086/432528",,"astro-ph",,"  We study alignment of grains by radiative torques. We found steep rise of
radiative torque efficiency as grain size increases. This allows larger grains
that are known to exist within molecular clouds to be aligned by the attenuated
and reddened interstellar radiation field. In particular, we found that, even
deep inside giant molecular clouds, e.g. at optical depths corresponding to
less than Av of 10 large grains can still be aligned by radiative torque. This
means that, contrary to earlier claims, far-infrared/submillimeter polarimetry
provides a reliable tool to study magnetic fields of pre-stellar cores. Our
results show that the grain size distribution is important for determining the
relation between the degree of polarization and intensity.
","[{""version"":""v1"",""created"":""Sat, 28 May 2005 22:19:10 GMT""}]","2009-11-11"
"astro-ph/0505572","Dmitri Pogosyan","Dmitri Pogosyan and Alex Lazarian","Spectral Properties of Interstellar Turbulence via Velocity Channel
  Analysis","12 pages, 1 figure. To appear in: ""Magnetic fields in the Universe"",
  eds. E. M. de Gouveia Dal Pino, A. Lazarian & G. Lugones. Angra dos Reis,
  Brazil Nov. 23 - Dec 3, 2004",,"10.1063/1.2077192",,"astro-ph",,"  In this presentation we review the link between the statistics of intensity
fluctuations in spectral line data cubes with underlying statistical properties
of turbulence in the interstellar medium. Both the formalism of Velocity
Channel Analysis for optically thin lines and its extension to the lines with
self-absorption is described. We demonstrate that by observing optically thin
lines from cold gas in sufficiently narrow (thin) velocity channels one may
recover the scaling of the stochastic velocities from turbulent cascade, in
particular, Kolmogorov velocities give $K^{-2.7}$ contribution to the intensity
power spectrum. Synthetically increasing the channel thickness separates out
the underlying density inhomogeneities of the gas. Effects of self absorption,
on the other hand, retain the velocity signature even for integrated lines. As
a result, intensity fluctuations tend to show universal but featureless scaling
of the power $\propto K^{-3}$ over the range of scales.
","[{""version"":""v1"",""created"":""Sat, 28 May 2005 22:36:01 GMT""}]","2009-11-11"
"astro-ph/0505573","Alex Lazarian","A. Lazarian & Huirong Yan","Statistics of turbulence via polarimetry: alignment of grains and atoms","11 pages, two figures, review at the conference: Magnetic Fields in
  the Universe, Brazil, 2004",,"10.1063/1.2077211",,"astro-ph",,"  Most astrophysical fluids are turbulent and magnetized. Fluctuations of
polarization provide a promising way to study astrophysical magnetic
turbulence. We discuss polarization that arises from grains and atoms aligned
in respect to magnetic field, describe the processes of alignment, explain when
the alignment reflects the direction of magnetic field. We show that temporal
fluctuations of interplanetary magnetic field can be studied using aligned
sodium atoms.
","[{""version"":""v1"",""created"":""Sun, 29 May 2005 00:18:20 GMT""}]","2009-11-11"
"astro-ph/0505574","Alex Lazarian","A. Lazarian","Astrophysical Implications of Turbulent Reconnection: from cosmic rays
  to star formation","12 pages, 3 figures, invited review for ""Magnetic Fields in the
  Universe: from laboratory and stars to Primordial Structures",,"10.1063/1.2077170",,"astro-ph",,"  Turbulent reconnection allows fast magnetic reconnection of astrophysical
magnetic fields. This entails numerous astrophysical implications and opens new
ways to approach long standing problems. I briefly discuss a model of turbulent
reconnection within which the stochasticity of 3D magnetic field enables rapid
reconnection through both allowing multiple reconnection events to take place
simultaneously and by restricting the extension of current sheets. In fully
ionized gas the model in Lazarian and Vishniac 99 predicts reconnection rates
that depend only on the intensity of turbulence. In partially ionized gas a
modification of the original model in Lazarian, Vishniac and Cho 04 predicts
the reconnection rates that, apart from the turbulence intensity depend on the
degree of ionization. In both cases the reconnection may be slow and fast
depending on the level of turbulence in the system. As the result, the
reconnection gets bursty, which provides a possible explanation to Solar flares
and possibly to gamma ray busts. The implications of the turbulent reconnection
model have not been yet studied in sufficient detail. I discuss first order
Fermi acceleration of cosmic ray that takes place as the oppositely directed
magnetic fluxes move together. This acceleration would work in conjunction with
the second order Fermi acceleration that is caused by turbulence in the
reconnection region. In partially ionized gas the stochastic reconnection
enables fast removal of magnetic flux from star forming molecular clouds.
","[{""version"":""v1"",""created"":""Sat, 28 May 2005 22:52:54 GMT""}]","2009-11-11"
"astro-ph/0505575","Alex Lazarian","Huirong Yan and A. Lazarian","Cosmic ray transport in MHD turbulence","6 pages, 3 figures, proceeding of Texas Symposium, 2004",,,,"astro-ph",,"  Recent advances in understanding of magnetohydrodynamic (MHD) turbulence call
for revisions in the picture of cosmic ray transport. In this paper we use
recently obtained scaling laws for MHD modes to obtain the scattering frequency
for cosmic rays. We account for the turbulence cutoff arising from both
collisional and collisionless damping. We obtain the scattering rate and show
that fast modes provide the dominant contribution to cosmic ray scattering for
the typical interstellar conditions in spite of the fact that fast modes are
subjected to damping. We determine how the efficiency of the scattering depends
on the characteristics of ionized media, e.g. plasma $\beta$. We show that
streaming instability is suppressed by the ambient MHD turbulence.
","[{""version"":""v1"",""created"":""Sat, 28 May 2005 23:11:15 GMT""}]","2007-05-23"
"astro-ph/0505576","Alex Lazarian","A. Lazarian","Turbulence Statistics from Spectral Line Observations","8 pages, 7 figures","J. Kor. Astron. Soc. 37 (2004) 1-5",,,"astro-ph",,"  Turbulence is a crucial component of dynamics of astrophysical fluids
dynamics, including those of ISM, clusters of galaxies and circumstellar
regions. Doppler shifted spectral lines provide a unique source of information
on turbulent velocities. We discuss Velocity-Channel Analysis (VCA) and its
offspring Velocity Coordinate Spectrum (VCS) that are based on the analytical
description of the spectral line statistics. Those techniques are well suited
for studies of supersonic turbulence. We stress that a great advantage of VCS
is that it does not necessary require good spatial resolution. Addressing the
studies of mildly supersonic and subsonic turbulence we discuss the criterion
that allows to determine whether Velocity Centroids are dominated by density or
velocity. We briefly discuss ways of going beyond power spectra by using of
higher order correlations as well as genus analysis. We outline the relation
between Spectral Correlation Functions and the statistics available through VCA
and VCS.
","[{""version"":""v1"",""created"":""Sat, 28 May 2005 23:13:26 GMT""}]","2007-05-23"
"astro-ph/0505577","Alex Lazarian","A. Lazarian and A. Beresnyak","MHD Turbulence: Properties of Alfven, Slow and Fast Modes","12 pages, review, Cracow meeting",,,,"astro-ph",,"  We summarise basic properties of MHD turbulence. First, MHD turbulence is not
so messy as it is believed. In fact, the notion of strong non-linear coupling
of compressible and incompressible motions along MHD cascade is not tenable.
Alfven, slow and fast modes of MHD turbulence follow their own cascades and
exhibit degrees of anisotropy consistent with theoretical expectations. Second,
the fast decay of turbulence is not related to the compressibility of fluid.
Rates of decay of compressible and incompressible motions are very similar.
Third, the properties of Alfven and slow modes are similar to their
counterparts in the incompressible MHD. The properties of fast modes are
similar to accoustic turbulence, which does require more studies. Fourth, the
density at low Mach numbers and logarithm of density at higher Mach numbers
exhibit Kolmogorov-type spectrum.
","[{""version"":""v1"",""created"":""Sun, 29 May 2005 00:30:41 GMT""}]","2007-05-23"
"astro-ph/0505578","Yoshiki Matsuoka","Yoshiki Matsuoka, Shinki Oyabu, Yumihiko Tsuzuki, Kimiaki Kawara, and
  Yuzuru Yoshii","OI Line Emission in the Quasar PG 1116+215","6 pages, 2 figures, accepted by PASJ; minor wording changes
  (01/07/2005)","Publ.Astron.Soc.Jap.57:563-568,2005","10.1093/pasj/57.4.563",,"astro-ph",,"  By observing the near-infrared spectrum of the quasar PG 1116+215 at z =
0.176 and combining with the HST/FOS spectrum, we obtained the relative
strengths of three permitted OI lines ({lambda}1304, {lambda}8446, and
{lambda}11287) in a quasar for the first time. The photon flux ratios of the OI
lines of the quasar were compared with those previously measured in a Seyfert 1
and six narrow-line Seyfert 1s. No significant differences were found in the OI
line flux ratios between the quasar and the other Seyferts, suggesting that the
gas density in the OI and FeII line-emitting regions in the quasar is of the
same order as those in low-luminosity AGNs. It was also found that the line
width of OI {lambda}11287 is significantly narrower than that of Ly{alpha},
which is consistent with OI and FeII emission occurring in the partly ionized
regions at the outermost portion of the broad-line region where velocities are
small.
","[{""version"":""v1"",""created"":""Sun, 29 May 2005 05:04:49 GMT""},{""version"":""v2"",""created"":""Sat, 2 Jul 2005 02:28:32 GMT""}]","2015-06-24"
"astro-ph/0505579","JieHao Huang","W-H Liu (NJU, China), Y-N Fu (PMO, China), Z-G Deng (GS, CAS, China),
  and J-H. Huang (NJU, China)","An Equilibrium Dark Matter Halo with the Burkert Profile","12 pages, 3 figures, accepted for publication in PASJ",,"10.1093/pasj/57.4.541",,"astro-ph",,"  In this paper a prescription for generating an equilibrium spherical system
depicted with cuspy density profiles is extended to a core density profile, the
Burkert profile, which is observationally more suitable to dwarfs. By using a
time-saving Monte Carlo method instead of N-body simulations, we show that the
Burkert halo initialized with the distribution function that depends only on
energy is in a practically stable equilibrium. The one generated using the
local Maxwellian approximation is unstable, where the flat core density
structure tends to steepen. This is fundamentally different from the previous
study on a halo with cuspy density profile. The deviation of the unstable
""Burkert"" from the initial Burkert profile is found to be closely related to
taking a Gaussian as the velocity distribution at any given point. The
significance of not using the local Maxwellian approximation is further
demonstrated by exploring the dynamical evolution of compact super star
clusters in the Burkert halo. In particular, the local Maxwellian approximation
will result in underestimating the dynamical friction and overestimating
sinking time scale. Accordingly, it will lead to lower probability of forming
massive bulges and young nuclear star clusters in bulgeless galaxies.
","[{""version"":""v1"",""created"":""Sun, 29 May 2005 07:27:57 GMT""}]","2015-06-24"
"astro-ph/0505580","Kenji Bekki dr","Kenji Bekki, Baerbel S. Koribalski, and Virginia A. Kilborn","Dark galaxies or tidal debris? Kinematical clues to the origin of
  massive isolated HI clouds","5 pages, 5 figures (three color figures), submitted to MNRAS",,"10.1111/j.1745-3933.2005.00076.x",,"astro-ph",,"  An extended HI cloud (VIRGOHI 21) with an HI mass of $\sim10^8$ M$_{\odot}$
and no apparent optical counterpart was recently discovered in the Virgo
cluster. In order to understand the origin of physical properties of apparently
isolated HI clouds like the VIRGOHI21, we numerically investigate physical
properties of tidal HI debris that were formed by galaxy-galaxy interaction in
clusters of galaxies. Our hydrodynamical simulations demonstrate that tidal
debris with total HI masses of $10^8-10^9$ M$_{\odot}$ can have (1) wide HI
velocity widths ($>200$ km s$^{-1}$), (2) a small mass fraction of stars
($\sim$10%), and (3) a mean $B$-band surface brightness of the stellar
components fainter than 30 mag arcsec$^{-2}$. These results suggest that the
VIRGOHI21, which lies at a projected distance of $\sim$ 150 kpc from the
one-armed, HI-rich spiral galaxy M99 (NGC 4254), is tidal debris. We propose
that the comparison between the simulated and the observed velocity fields of
HI clouds allows us to better understand their nature and origin (e.g., whether
they are just tidal debris or ``dark galaxies'' that have HI gas only and are
embedded by dark matter halos). We also discuss the timescales for isolated HI
gas to be evaporated by thermal conduction of the hot intracluster gas.
","[{""version"":""v1"",""created"":""Sun, 29 May 2005 09:56:21 GMT""}]","2009-11-11"
