"astro-ph/0506445","Nathan Smith","Nathan Smith, John Bally, Ralph Y. Shuping, Mark Morris, and Marc
  Kassis","Thermal Dust Emission from Proplyds, Unresolved Disks, and Shocks in the
  Orion Nebula","accepted by AJ. 27 pages, 11 figs, 4 color figs. If you actually want
  to see the figures, download this version:
  ftp://origins.colorado.edu/pub/nathans/smith.trecs.pdf","Astron.J.130:1763,2005","10.1086/432912",,"astro-ph",,"  We present a new 11.7 micron mosaic image of the Orion nebula obtained with
T-ReCS on Gemini South. The map includes the BN/KL region, the Trapezium, and
OMC-1 South. Excluding BN/KL, we detect 91 point sources, with 27 known
proplyds and over 30 ``naked'' stars showing no extended structure in HST
images. Within the region we surveyed, 80 percent of known proplyds show
detectable emission, almost 40 percent of naked stars are detected at 11.7
micron, and the fraction of all visible sources with IR excess emission is
roughly 50 percent. Thermal dust emission from stars with no extended structure
in HST images means that they have dust disks comparable to the size of our
solar system. Proplyds and stars with IR excess show a clear anti-correlation
in their spatial distribution, with proplyds clustered close to theta1C, and
other infrared sources found farther away. We suspect that the clustered
proplyds trace the youngest 0.5 Myr age group associated with the Trapezium,
while the more uniformly-distributed sources trace the older 1-2 Myr population
of the ONC. This suggests that small disks persist for a few Myr in irradiated
environments, and hints that hierarchical sub-clustering has been important.
Within 30 arcsec of theta1C, all proplyds are detected at 11.7 micron. The star
theta1D is associated with the most prominent mid-IR dust arc in the nebula. We
propose that this arc is the consequence of theta1D being the closest member of
the Trapezium to the background cloud. Finally, we detect dust emission from HH
jets in Orion, including HH202, HH529, HH513, and HH514. This is the first
detection of mid-IR continuum emission from dust in the body of a collimated HH
jet or bow shock.
","[{""version"":""v1"",""created"":""Mon, 20 Jun 2005 20:00:05 GMT""}]","2008-11-26"
"astro-ph/0506457","Thomas Schucker","Thomas Schucker, Andre Tilquin","From Hubble diagrams to scale factors","13 pages, 6 figures",,"10.1051/0004-6361:20053668","CPT-2005/P031","astro-ph",,"  We present a lower bound on the radius of the universe today $a_0$ and a
monotonicity constraint on the Hubble diagram. Our theoretical input is
Einstein's kinematics and maximally symmetric universes. Present supernova data
yield $a_0 > 1.2\cdot 10^{26}$ m. A first attempt to quantify the monotonicity
constraint is described. We do not see any indication of non-monotonicity.
","[{""version"":""v1"",""created"":""Mon, 20 Jun 2005 17:16:35 GMT""}]","2015-06-24"
"astro-ph/0506461","Steven Shore","G. Valle (Dip. di Fisica, Univ. di Pisa), M. Cignoni (Dip. di Fisica,
  Univ. di Pisa), and S. N. Shore (Dip. di Fisica, Univ. di Pisa; INFN/Sez. di
  Pisa)","Theoretical Color-Magnitude Diagrams and the Star Forming Histories of
  Interacting Open Multi-population Model Galaxies: Bursts and Busts","4 pages, 2 figs, uses aa.sty (2-column); Accepted for publication,
  A&A (2005, in press; Research Note) (pdf file only)",,"10.1051/0004-6361:20053184",,"astro-ph",,"  This note presents theoretical color-magnitude diagrams (CMDs) and
metallicity evolution for Galactic multi-population models coupled to stellar
evolution models for systems undergoing stripping and re-accretion of ambient
material, called ``open'' systems in our recent studies (Valle, Galli, and
Shore, 2005, A&A, 435, 551). We show that the observables for such systems, in
particular those related to the recovered star formation as a function of time,
are ambiguous -- systems with non-monotonic star formation rates can appear as
either bursting systems or galaxies with a hiatus in the star formation.
","[{""version"":""v1"",""created"":""Mon, 20 Jun 2005 16:08:07 GMT""}]","2009-11-11"
"astro-ph/0506462","Emeric Le Floc'h","E.Le Floc'h (1), C.Papovich (1), H.Dole (2), E.Bell (3), G.Lagache
  (2), G.Rieke (1), E.Egami (1), P.Perez-Gonzalez (1), A.Alonso-Herrero (4),
  M.Rieke (1), M.Blaylock (1), C.Engelbracht (1), K.Gordon (1), D.Hines (1),
  K.Misselt (1), J.Morrison (1), J.Mould (5) ((1) Steward Observatory, Tucson,
  USA, (2) IAS, Orsay, France, (3) MPIA, Heidelberg, Germany, (4) CSIC, Madrid,
  Spain, (5) NOAO, Tucson, USA)","Infrared luminosity functions from the Chandra Deep Field South : the
  Spitzer view on the history of dusty star formation at 0<z<1","Accepted for publication in ApJ. 23 pages, 15 figures","Astrophys.J.632:169-190,2005","10.1086/432789",,"astro-ph",,"  We analyze a sample of ~2600 MIPS/Spitzer 24mic sources brighter than ~80muJy
and located in the Chandra Deep Field South to characterize the evolution of
the comoving infrared (IR) energy density of the Universe up to z~1. Using
published ancillary optical data we first obtain a nearly complete redshift
determination for the 24mic objects associated with R<24 counterparts at z<1.
We find that the 24mic population at 0.5<z<1 is dominated by ``Luminous
Infrared Galaxies'' (i.e., 10^11 L_sol < L_IR < 10^12 L_sol), the counterparts
of which appear to be also luminous at optical wavelengths and tend to be more
massive than the majority of optically-selected galaxies. We finally derive
15mic and total IR luminosity functions (LFs) up to z~1. In agreement with the
previous results from ISO and SCUBA and as expected from the MIPS source number
counts, we find very strong evolution of the contribution of the IR-selected
population with lookback time. Pure evolution in density is firmly excluded by
the data, but we find considerable degeneracy between strict evolution in
luminosity and a combination of increases in both density and luminosity (L*_IR
prop. to (1+z)^{3.2_{-0.2}^{+0.7}}, Phi*_IR prop. to
(1+z)^{0.7_{-0.6}^{+0.2}}). Our results imply that the comoving IR energy
density of the Universe evolves as (1+z)^(3.9+/-0.4) up to z~1 and that
galaxies luminous in the infrared (i.e., L_IR > 10^11 L_IR) are responsible for
70+/-15% of this energy density at z~1. Taking into account the contribution of
the UV luminosity evolving as (1+z)^~2.5, we infer that these IR-luminous
sources dominate the star-forming activity beyond z~0.7. The uncertainties
affecting these conclusions are largely dominated by the errors in the
k-corrections used to convert 24mic fluxes into luminosities.
","[{""version"":""v1"",""created"":""Mon, 20 Jun 2005 16:58:15 GMT""}]","2009-11-13"
"astro-ph/0506463","Emeric Le Floc'h","E. Le Floc'h & the MIPS team (Steward Observatory, University of
  Arizona, Tucson, USA)","A ""UV+IR"" history of star formation at 0<z<1","5 pages, to appear in the proceedings of the conference ""Rencontres
  de Moriond"" held in La Thuile, Italy (March 6-12th, 2005), Ed. D.Elbaz &
  H.Aussel",,,,"astro-ph",,"  The combination of both contributions from the observed UV emission and the
absorbed radiations reprocessed in the infrared represents the ideal approach
to constrain the activity of massive star formation in galaxies. Using recent
results from GALEX and Spitzer, we compare the evolutions of the UV and IR
energy densities with redshift as well as their contributions to the star
formation history at 0<z<1. We find that the comoving IR luminosity is
characterized by a much faster evolution than seen in the UV. Our results also
indicate that ~70% of the star-forming activity at z~1 is produced by the
so-called IR-luminous sources (L_IR > 10^11 L_sol).
","[{""version"":""v1"",""created"":""Mon, 20 Jun 2005 16:59:56 GMT""}]","2007-05-23"
"astro-ph/0506464","Maya Paczuski","Maya Paczuski, Stefan Boettcher and Marco Baiesi","Inter-occurrence Times in the Bak-Tang-Wiesenfeld Sandpile Model: A
  Comparison with the Turbulent Statistics of Solar Flares","4 pages","Phys.Rev.Lett.95:181102,2005","10.1103/PhysRevLett.95.181102",,"astro-ph cond-mat.stat-mech",,"  A sequence of bursts observed in an intermittent time series may be caused by
a single avalanche, even though these bursts appear as distinct events when
noise and/or instrument resolution impose a detection threshold. In the
Bak-Tang-Wiesenfeld sandpile, the statistics of quiet times between bursts
switches from Poissonian to scale invariant on raising the threshold for
detecting instantaneous activity, since each zero-threshold avalanche breaks
into a hierarchy of correlated bursts. Calibrating the model with the time
resolution of GOES data, qualitative agreement with the inter-occurrence time
statistics of solar flares at different intensity thresholds is found.
","[{""version"":""v1"",""created"":""Mon, 20 Jun 2005 17:07:08 GMT""}]","2009-11-13"
"astro-ph/0506465","Alexander Konopelko","A. Konopelko (Humboldt-University for Berlin; Max-Planck-Institute of
  Nuclear Physics, Heidelberg)","STEREO ARRAY of 30 m Imaging Atmospheric Cherenkov Telescopes: A
  Next-Generation Detector for Ground-Based High Energy Gamma-ray Astronomy","29 pages, 9 figures, accepted for publication in Astroparticle
  Physics Journal","Astropart.Phys.24:191-207,2005","10.1016/j.astropartphys.2005.06.009",,"astro-ph",,"  The construction of the H.E.S.S. (High Energy Stereoscopic System), a
superior system of four 12 m imaging atmospheric Cherenkov telescopes, has been
completed recently in the Namib desert close to Windhoek, at 1800 m above sea
level. This new generation of ground-based gamma-ray detectors has an energy
threshold of about 100 GeV in observations at zenith and a sensitivity of about
1% Crab flux for a point-like gamma-ray source. Such high sensitivity was
achieved due to 0.1 degree angular resolution, as well as, severe cosmic ray
background rejection acquired from multi-fold imaging of individual atmospheric
showers. In addition H.E.S.S. has a rather good energy resolution of 15%.
H.E.S.S. has been taking routine observations of the gamma-ray sources since
December 2003. The outstanding physics results achieved with H.E.S.S. already
in a first year of its exploitation strongly encourage further development of
imaging atmospheric Cherenkov technique for high-quality gamma-ray
observations, which is basically driven by father reduction of the energy
threshold of a forthcoming major future gamma-ray detector. Here we are dealing
with such a detector. Basic results on performance and sensitivity for a single
stand-alone 30 m imaging atmospheric Cherenkov telescope, as well as for a
system of two and five telescopes, are discussed here.
","[{""version"":""v1"",""created"":""Mon, 20 Jun 2005 17:12:15 GMT""}]","2009-11-13"
"astro-ph/0506466","Lung-Yih Chiang","Pavel D. Naselsky (1), Igor D. Novikov (1,2), Lung-Yih Chiang (1)
  ((1)NBI, (2) Astro Space Center of Lebedev Physical Institute)","Correlations from Galactic foregrounds in the 1-year Wilkinson Microwave
  Anisotropy Probe WMAP data",,"Astrophys.J.642:617-624,2006","10.1086/501111",,"astro-ph",,"  We study a specific correlation in spherical harmonic multipole domain for
cosmic microwave background (CMB) analysis. This group of correlation between
\Delta l=4n, n=1,2... is caused by symmetric signal in the Galactic coordinate
system. An estimator targeting such correlation therefore helps remove the
localized bright point-like sources in the Galactic plane and the strong
diffused component down to the CMB level. We use 3 toy models to illustrate the
significance of these correlations and apply this estimator on some derived CMB
maps with foreground residuals. In addition, we show that our proposed
estimator significantly damp the phase correlations caused by Galactic
foregrounds. This investigation provides the understanding of mode correlations
caused by Galactic foregrounds, which is useful for paving the way for
foreground cleaning methods for the CMB.
","[{""version"":""v1"",""created"":""Mon, 20 Jun 2005 18:06:50 GMT""},{""version"":""v2"",""created"":""Tue, 21 Jun 2005 09:49:09 GMT""}]","2009-11-13"
"astro-ph/0506467","Kathryn V. Johnston","James S. Bullock and Kathryn V. Johnston","Tracing Galaxy Formation with Stellar Halos I: Methods","22 pages, 16 figures, submitted to ApJ","Astrophys.J.635:931-949,2005","10.1086/497422",,"astro-ph",,"  If the favored hierarchical cosmological model is correct, then the Milky Way
system should have accreted ~100-200 luminous satellite galaxies in the past
\~12 Gyr. We model this process using a hybrid semi-analytic plus N-body
approach which distinguishes explicitly between the evolution of light and dark
matter in accreted satellites. This distinction is essential to our ability to
produce a realistic stellar halo, with mass and density profile much like that
of our own Galaxy, and a surviving satellite population that matches the
observed number counts and structural parameter distributions of the satellite
galaxies of the Milky Way. Our model stellar halos have density profiles which
typically drop off with radius faster than those of the dark matter. They are
assembled from the inside out, with the majority of mass (~80%) coming from the
\~15 most massive accretion events. The satellites that contribute to the
stellar halo have median accretion times of ~9 Gyr in the past, while surviving
satellite systems have median accretion times of ~5 Gyr in the past. This
implies that stars associated with the inner halo should be quite different
chemically from stars in surviving satellites and also from stars in the outer
halo or those liberated in recent disruption events. We briefly discuss the
expected spatial structure and phase space structure for halos formed in this
manner. Searches for this type of structure offer a direct test of whether
cosmology is indeed hierarchical on small scales.
","[{""version"":""v1"",""created"":""Mon, 20 Jun 2005 19:53:57 GMT""}]","2008-11-26"
"astro-ph/0506468","Joshua N. Winn","Joshua N. Winn and Matthew J. Holman (Harvard-Smithsonian Center for
  Astrophysics)","Obliquity Tides on Hot Jupiters","To appear in ApJ Letters [9 pages, 2 figures]",,"10.1086/432834",,"astro-ph",,"  Obliquity tides are a potentially important source of heat for extrasolar
planets on close-in orbits. Although tidal dissipation will usually reduce the
obliquity to zero, a nonzero obliquity can persist if the planet is in a
Cassini state, a resonance between spin precession and orbital precession.
Obliquity tides might be the cause of the anomalously large size of the
transiting planet HD 209458b.
","[{""version"":""v1"",""created"":""Mon, 20 Jun 2005 20:07:07 GMT""}]","2009-11-11"
